Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Conjunto Comercial/Sala;Santa Fe;0;1;0;34;6300.0;3094.0;3832.5
Departamento;Centro Histórico;1;0;0;25;3500.0;980.0;
Departamento;Santa Fe;2;1;1;81;5950.0;4025.0;350.0
Departamento;Santa Fe;3;2;1;193;21000.0;6415.5;3024.0
Departamento;Lomas de Chapultepec;4;2;1;200;22750.0;3850.0;1645.0
Departamento;Condesa;1;0;0;38;5250.0;1158.5;84.0
Departamento;Santa Fe;4;3;2;160;35000.0;8050.0;875.0
Conjunto Comercial/Sala;Condesa;0;0;0;130;13300.0;3444.0;1876.0
Departamento;Coyoacán;1;0;0;50;7000.0;1820.0;80.5
Departamento;Condesa;2;0;0;80;7000.0;3906.0;280.0
Departamento;Condesa;3;1;2;140;22750.0;7000.0;7350.0
Galpón/Depósito/Almacén;Villa de Guadalupe;6;10;0;1500;52500.0;;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;80;5950.0;3850.0;1424.5
Departamento;Lomas de Chapultepec;3;1;1;140;29750.0;5250.0;
Departamento;Moctezuma;1;0;0;40;2135.0;332.5;
Departamento;Narvarte;2;1;0;91;6300.0;3538.5;182.0
Departamento;Narvarte;2;0;0;65;6300.0;2030.0;304.5
Departamento;Nueva Santa María;2;1;1;70;4200.0;2800.0;910.0
Departamento;Santa Fe;3;3;3;262;52500.0;8750.0;2800.0
Departamento;Coyoacán;4;1;2;120;19250.0;6615.0;
Departamento en Hotel;Coyoacán;2;1;1;71;17500.0;7889.0;822.5
Departamento;El Rosedal;2;0;0;45;1750.0;700.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;200;24500.0;13300.0;3069.5
Departamento;Coyoacán;3;2;1;163;28000.0;11900.0;2240.0
Departamento;San Jerónimo;3;1;1;143;9800.0;3500.0;994.0
Departamento;Santa Fe;4;3;2;233;22750.0;10850.0;
Casa;Culhuacán CTM;3;0;0;60;4200.0;;
Departamento;Narvarte;2;0;0;73;3500.0;1330.0;213.5
Departamento;Santa Fe;3;2;1;114;9800.0;4627.0;567.0
Departamento;San Miguel Chapultepec;2;0;0;80;4900.0;1550.5;70.0
Departamento;Coyoacán;4;2;0;300;56000.0;7350.0;1575.0
Conjunto Comercial/Sala;Santa Fe;0;4;0;46;7700.0;4098.5;1092.0
Casa;El Contadero;4;10;2;447;22750.0;;10279.5
Departamento;Lomas de Chapultepec;2;1;1;73;10500.0;5180.0;724.5
Galpón/Depósito/Almacén;Peralvillo;0;0;0;140;17150.0;2100.0;210.0
Departamento;Santa Fe;2;1;1;85;8050.0;5250.0;812.0
Conjunto Comercial/Sala;Iztacalco;0;0;0;30;2275.0;1771.0;105.0
Conjunto Comercial/Sala;Narvarte;0;0;0;27;3500.0;1435.0;430.5
Departamento;Roma;4;2;1;160;28000.0;7700.0;1393.0
Departamento;Condesa;3;0;0;180;15750.0;2992.5;812.0
Departamento;Condesa;3;1;1;100;9450.0;3500.0;756.0
Departamento;Santa Fe;4;3;4;170;15750.0;8750.0;1274.0
Departamento;Narvarte;2;1;0;61;4200.0;1925.0;
Departamento;Condesa;3;0;0;117;8050.0;4277.0;
Loft;Santa Fe;1;1;1;145;12250.0;3521.0;2135.0
Departamento;Condesa;2;1;0;85;7700.0;3209.5;451.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;35;2450.0;1687.0;301.0
Departamento;Del Valle;1;0;0;30;5250.0;1540.0;675.5
Departamento;Coyoacán;3;1;1;160;22750.0;7000.0;1750.0
Departamento;Santa Fe;3;1;1;80;9800.0;4550.0;630.0
Departamento;Roma;2;1;1;74;11900.0;3132.5;294.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;100;2800.0;7700.0;864.5
Departamento;Polanco;2;1;1;80;18550.0;2814.0;364.0
Conjunto Comercial/Sala;Roma;0;4;0;400;154000.0;39200.0;11200.0
Departamento;Santa Fe;2;2;1;130;7700.0;4375.0;595.0
Departamento;Narvarte;2;1;0;65;4550.0;2765.0;
Departamento;San Ángel;3;2;1;85;16450.0;4956.0;1050.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;219;80500.0;20783.0;4560.5
Departamento;Coyoacán;3;2;1;150;22050.0;7700.0;1732.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;47;3528.0;6338.5;301.0
Departamento;Santa Fe;1;1;1;71;8750.0;3850.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;36;6125.0;2891.0;766.5
Departamento;Roma;3;2;1;170;15400.0;6825.0;1274.0
Conjunto Comercial/Sala;Coyoacán;0;0;0;110;37800.0;13650.0;
Departamento;Santa Fe;2;1;1;100;10500.0;5075.0;805.0
Departamento;Roma Norte;4;1;0;110;5775.0;1750.0;
Departamento;Coyoacán;2;0;0;65;8750.0;2971.5;
Conjunto Comercial/Sala;Condesa;1;0;0;40;1715.0;;
Departamento;Ciudad de los Deportes;2;0;0;90;1750.0;903.0;45.5
Departamento en Hotel;Coyoacán;2;1;2;85;29750.0;;
Industria;Pueblo Culhuacán;0;0;0;22;420000.0;;
Tienda en Centro Comercial;Centro Histórico;0;0;0;130;14000.0;4984.0;966.0
Departamento;Santa Fe;3;3;2;315;21000.0;63469.0;4224.5
Tienda/Salón;Condesa;0;0;0;62;42000.0;;15750.0
Conjunto Comercial/Sala;Condesa;0;0;0;35;3465.0;2541.0;752.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;75;15400.0;5939.5;1337.0
Departamento;Condesa;1;0;0;50;7000.0;1505.0;
Tienda/Salón;Lomas de Chapultepec;0;0;0;490;252000.0;;8400.0
Departamento;Lomas de Chapultepec;4;1;0;104;14700.0;4375.0;1242.5
Departamento;Lomas de Chapultepec;4;2;2;205;59500.0;21000.0;27020.0
Tienda/Salón;Napoles;0;0;0;2;700.0;;
Departamento;Coyoacán;3;1;1;127;24500.0;3696.0;1032.5
Conjunto Comercial/Sala;Santa Fe;0;4;0;470;148235.5;37884.0;
Departamento;Santa Fe;3;2;1;140;17500.0;8155.0;2460.5
Departamento;Coyoacán;4;3;2;240;36750.0;13300.0;
Departamento;Santa Fe;3;1;1;100;11200.0;4375.0;525.0
Departamento;Condesa;3;1;0;200;22750.0;5250.0;1610.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;29;3150.0;1323.0;472.5
Tienda/Salón;Condesa;0;0;0;127;31500.0;3293.5;2513.0
Cocineta;Roma;1;0;0;25;4200.0;1330.0;105.0
Departamento;Del Valle;1;1;0;41;5250.0;2590.0;84.0
Cocineta;Narvarte;1;0;0;30;4550.0;1680.0;
Casa de Condominio;Santa Fe;4;0;2;385;22715.0;4025.0;2625.0
Departamento;Santa Fe;2;1;1;70;9800.0;5075.0;840.0
Tienda/Salón;Roma;0;17;0;766;350000.0;;
Departamento en Hotel;Lomas de Chapultepec;2;1;1;85;12250.0;6755.0;1400.0
Departamento;Bosques de las Lomas;2;1;1;80;10850.0;3150.0;595.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;100;11550.0;4375.0;1050.0
Departamento;Coyoacán;3;3;3;175;31500.0;10500.0;2275.0
Casa;Polanco;4;3;4;300;70000.0;;4389.0
Casa;Juárez;3;1;0;111;11200.0;1190.0;304.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;22;1225.0;2572.5;
Departamento;Coyoacán;2;0;0;130;26250.0;4550.0;
Cocineta;Juárez;1;0;0;24;4900.0;1109.5;
Departamento;Peralvillo;2;1;0;46;2800.0;840.0;
Departamento;Santa Fe;1;1;0;64;6300.0;3972.5;4599.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;27;3850.0;2380.0;437.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;22;2100.0;2978.5;392.0
Departamento;Narvarte;3;1;0;100;6300.0;2758.0;441.0
Casa Comercial;La Condesa;10;15;0;1065;101500.0;;1351.0
Conjunto Comercial/Sala;La Condesa;0;0;0;106;2450.0;4914.0;1631.0
Departamento;San Miguel Chapultepec;2;0;0;63;3850.0;2275.0;70.0
Departamento;Lomas de Chapultepec;1;0;1;32;5250.0;2502.5;420.0
Tienda/Salón;Santa Fe;0;2;0;418;87500.0;33141.5;24122.0
Departamento;Condesa;3;2;1;113;14000.0;4151.0;1088.5
Departamento;Santa Fe;2;1;1;63;6300.0;4900.0;301.0
Tienda/Salón;Loma Bonita;0;0;0;60;4550.0;819.0;
Departamento;Santa Fe;4;3;2;190;12250.0;3850.0;
Departamento;Coyoacán;3;2;1;150;22050.0;7700.0;17150.0
Departamento;Lomas de Chapultepec;3;1;0;98;14000.0;4350.5;609.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;37;5250.0;5029.5;1004.5
Cocineta;Condesa;1;0;0;30;4725.0;1354.5;101.5
Cocineta;Santa Cruz Atoyac;0;0;0;38;4515.0;1050.0;
Tienda/Salón;Condesa;0;0;0;64;17500.0;805.0;1960.0
Departamento;Napoles;2;0;0;75;14455.0;2467.5;420.0
Departamento en Hotel;Bosques de las Lomas;1;0;0;58;8750.0;6517.0;2394.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;3500.0;2551.5;
Departamento;Coyoacán;3;1;1;130;19600.0;6545.0;
Cocineta;Centro Histórico;1;0;0;35;4900.0;1277.5;637.0
Departamento;Santa Fe;2;1;1;68;4900.0;2800.0;
Departamento;Santa Fe;3;2;1;108;12250.0;6177.5;24150.0
Casa de Condominio;Santa Fe;4;3;4;869;80500.0;7752.5;8330.0
Conjunto Comercial/Sala;Santa Fe;0;2;0;63;10500.0;4900.0;
Departamento;Santa Fe;2;1;1;80;17500.0;8225.0;1225.0
Cocineta;Centro Histórico;0;0;0;28;3500.0;1400.0;91.0
Departamento;Condesa;2;0;0;75;7700.0;2838.5;689.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;37;7000.0;2870.0;420.0
Departamento;Coyoacán;4;5;4;370;87500.0;26600.0;9450.0
Departamento;Condesa;3;0;1;120;11200.0;4375.0;700.0
Departamento;Coyoacán;1;1;0;40;8050.0;2275.0;91.0
Departamento;Bosques de las Lomas;3;2;3;125;16800.0;6650.0;2065.0
Casa;Mixcoac;2;1;0;80;2450.0;;
Departamento;Polanco;2;2;1;85;12250.0;5705.0;686.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;32;2450.0;2852.5;196.0
Departamento;Condesa;1;0;0;32;5250.0;1694.0;87.5
Casa de Condominio;La Condesa;4;3;2;600;70000.0;;3426.5
Conjunto Comercial/Sala;Roma;0;4;0;460;122500.0;40600.0;12600.0
Departamento;Santa Fe;4;3;4;160;7350.0;5764.5;686.0
Conjunto Comercial/Sala;Centro Histórico;0;3;0;700;281750.0;58800.0;171500.0
Departamento;Lomas de Chapultepec;2;0;1;65;13125.0;4340.0;4004.0
Departamento;Peralvillo;2;1;1;60;5250.0;1540.0;
Departamento;Condesa;3;0;1;110;14000.0;4900.0;700.0
Departamento;Coyoacán;1;1;0;54;11900.0;2625.0;689.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;178;28980.0;11837.0;
Tienda/Salón;Centro Histórico;0;0;0;100;10500.0;;2614.5
Departamento;Coyoacán;3;0;0;85;8750.0;6860.0;598.5
Departamento;Condesa;2;0;1;110;10500.0;3500.0;70.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;35;2450.0;3055.5;
Departamento;Narvarte;3;1;1;94;11550.0;4165.0;840.0
Conjunto Comercial/Sala;Condesa;0;0;0;42;5250.0;2264.5;976.5
Departamento;Condesa;1;0;0;40;15750.0;;
Casa;Condesa;2;0;0;100;5775.0;;122.5
Conjunto Comercial/Sala;Centro Histórico;0;2;0;107;28087.5;9037.0;
Departamento;Narvarte;3;1;0;100;5950.0;3325.0;532.0
Departamento;Coyoacán;3;1;0;120;12250.0;4900.0;1197.0
Conjunto Comercial/Sala;Condesa;0;1;0;30;4200.0;1890.0;
Tienda/Salón;Condesa;0;0;0;450;80500.0;15400.0;18200.0
Departamento;San Miguel Chapultepec;2;0;0;71;5250.0;350.0;
Tienda/Salón;Iztacalco;0;0;0;600;70000.0;;53998.0
Departamento;Condesa;2;1;1;98;12950.0;4718.0;1151.5
Departamento;Coyoacán;2;1;2;85;35000.0;12904.5;1312.5
Departamento;Bosques de las Lomas;4;4;2;489;43750.0;10010.0;1925.0
Departamento;Coyoacán;3;1;0;112;13300.0;2800.0;
Departamento;Santa Fe;2;1;1;77;9800.0;4550.0;4550.0
Departamento;Roma;2;1;1;90;10500.0;3552.5;595.0
Departamento;Lomas de Chapultepec;2;0;0;80;12600.0;1750.0;420.0
Departamento;Lomas de Chapultepec;3;1;2;220;36750.0;4200.0;1715.0
Conjunto Comercial/Sala;Peralvillo;0;1;0;60;7000.0;;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;35;3500.0;1669.5;308.0
Departamento;Santa Fe;3;2;3;126;12250.0;4550.0;420.0
Departamento;Narvarte;3;0;2;78;8050.0;2313.5;
Departamento;San Ángel;2;1;0;80;10500.0;3444.0;567.0
Departamento;Condesa;3;0;0;160;28000.0;1750.0;525.0
Departamento;Condesa;1;1;0;53;5950.0;2100.0;
Departamento;Condesa;2;1;1;84;19250.0;2975.0;346.5
Conjunto Comercial/Sala;Condesa;0;0;0;30;4725.0;1893.5;647.5
Departamento;Santa Fe;2;1;1;77;10500.0;4550.0;
Departamento;Santa Fe;4;3;2;220;22750.0;10500.0;
Departamento;Condesa;3;1;0;140;12950.0;4714.5;1151.5
Departamento;Centro Histórico;1;0;0;21;2625.0;941.5;84.0
Tienda/Salón;Santa Fe;0;2;0;60;14700.0;4000.5;
Conjunto Comercial/Sala;Santa Fe;0;1;0;22;1746.5;2786.0;392.0
Departamento;Roma;3;0;1;110;13300.0;3104.5;682.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;20;5250.0;2030.0;3850.0
Conjunto Comercial/Sala;Santa Fe;0;2;0;72;10500.0;4949.0;959.0
Conjunto Comercial/Sala;Peralvillo;0;1;0;20;2625.0;1295.0;367.5
Tienda en Centro Comercial;Centro Histórico;0;0;0;380;38500.0;40950.0;
Departamento;Roma;2;1;0;64;12250.0;3209.5;532.0
Departamento;Atlampa;2;0;0;54;2975.0;280.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;210;52500.0;16450.0;2709.0
Departamento;Condesa;2;1;1;93;12950.0;2905.0;700.0
Departamento;El Contadero;2;1;1;80;7000.0;1925.0;490.0
Conjunto Comercial/Sala;Condesa;0;0;0;40;2450.0;1750.0;868.0
Departamento;Santa Fe;3;3;2;170;13650.0;7000.0;17500.0
Departamento;Lomas de Chapultepec;3;2;1;118;26250.0;5379.5;1505.0
Departamento;Condesa;3;1;2;150;28000.0;4200.0;1190.0
Tienda/Salón;Centro Histórico;0;0;0;138;13300.0;;1400.0
Conjunto Comercial/Sala;Narvarte;0;0;0;53;4200.0;2572.5;
Casa;Santa Fe;6;3;3;600;20650.0;3500.0;4200.0
Departamento;Santa Fe;4;2;2;105;10500.0;2450.0;
Conjunto Comercial/Sala;Santa Fe;0;2;0;147;19250.0;3937.5;47211.5
Casa Comercial;Roma;2;0;0;480;98000.0;;
Departamento en Hotel;Lomas de Chapultepec;1;1;1;70;10850.0;6300.0;1060.5
Departamento;San Pedro de los Pinos;1;1;0;36;2625.0;1197.0;
Conjunto Comercial/Sala;Coyoacán;0;4;0;200;105000.0;26950.0;
Departamento;Coyoacán;4;2;1;219;33250.0;12950.0;
Departamento;Narvarte;2;1;1;82;7000.0;3384.5;
Conjunto Comercial/Sala;Roma;0;4;0;275;91647.5;36526.0;
Departamento;Condesa;2;0;0;45;5950.0;2338.0;266.0
Departamento;Roma;1;1;0;60;7875.0;2030.0;451.5
Departamento;San Andrés Tetepilco;2;0;0;40;3465.0;1309.0;
Departamento;Coyoacán;3;2;1;115;22050.0;7700.0;1354.5
Conjunto Comercial/Sala;San Felipe de Jesús;0;0;0;70;10465.0;;686.0
Conjunto Comercial/Sala;Santa Fe;0;6;0;255;69510.0;19603.5;4809.0
Galpón/Depósito/Almacén;Santa Marta Acatitla;0;0;0;1786;137522.0;;
Departamento;Condesa;3;0;0;132;9450.0;2856.0;686.0
Casa de Vecindad;Arboledas;1;0;0;32;2450.0;;59.5
Departamento;Tlalpan;2;0;0;44;8050.0;1470.0;101.5
Departamento;Nativitas;2;1;0;75;3500.0;700.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;81;5250.0;2593.5;
Departamento;Santa Fe;4;2;2;170;26250.0;6811.0;3493.0
Departamento;Del Valle;3;1;0;125;10150.0;4767.0;721.0
Departamento;Roma;1;1;0;59;8750.0;2352.0;455.0
Departamento;Napoles;2;0;1;107;9100.0;3181.5;686.0
Departamento;Narvarte;3;2;1;125;9800.0;5495.0;738.5
Tienda/Salón;Centro Histórico;0;0;0;368;14000.0;707.0;6013.0
Departamento;Napoles;2;1;1;77;10500.0;4200.0;4767.0
Departamento;Roma;2;1;1;90;8750.0;3780.0;654.5
Departamento;Santa Fe;3;2;3;160;17500.0;840.0;1715.0
Departamento;Del Valle;2;0;0;65;8050.0;2415.0;
Departamento;Coyoacán;3;1;1;70;27650.0;5775.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;225;33075.0;4739.0;2677.5
Tienda/Salón;Centro Histórico;0;0;0;96;14000.0;11056.5;1575.0
Cocineta;Condesa;1;0;0;35;3850.0;1750.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;53;8750.0;3073.0;623.0
Conjunto Comercial/Sala;Santa Fe;0;6;0;222;45500.0;28938.0;56126.0
Departamento;Peralvillo;2;1;1;70;4200.0;1834.0;
Casa;Polanco;5;4;4;845;122500.0;;57477.0
Departamento;Ciudad de los Deportes;2;1;0;60;2800.0;630.0;52.5
Departamento;Del Valle;3;2;1;180;20300.0;6300.0;595.0
Tienda/Salón;Santa Fe;0;1;0;90;7700.0;6800.5;2068.5
Departamento;Coyoacán;3;1;1;114;12250.0;5250.0;1239.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;354;87500.0;25025.0;8697.5
Departamento;Coyoacán;3;1;2;250;35000.0;7000.0;2975.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;238;14000.0;15064.0;3815.0
Departamento;Santa Fe;4;3;3;550;84000.0;28000.0;7000.0
Departamento;Santa Fe;4;0;2;179;31150.0;8851.5;1421.0
Departamento;Polanco;2;1;0;66;8750.0;4200.0;700.0
Departamento;Coyoacán;2;0;0;80;14000.0;3500.0;980.0
Departamento;Del Valle;3;1;1;130;12250.0;5600.0;
Casa;Roma Norte;2;0;0;250;17500.0;;13300.0
Departamento;Condesa;1;0;0;35;4900.0;1225.0;245.0
Conjunto Comercial/Sala;Coyoacán;0;1;0;47;17500.0;6335.0;1333.5
Casa;Atlampa;2;1;0;113;6300.0;;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;75;3500.0;7434.0;616.0
Departamento;Condesa;3;0;0;98;6650.0;4200.0;798.0
Departamento;Santa Fe;3;2;1;140;15400.0;6300.0;700.0
Departamento;Santa Fe;5;4;4;600;87500.0;15750.0;
Departamento;Condesa;3;2;1;126;9800.0;5614.0;857.5
Departamento;Lomas de Chapultepec;3;1;1;140;19250.0;3150.0;980.0
Tienda/Salón;Condesa;0;1;0;30;4200.0;3972.5;4620.0
Casa;Condesa;3;1;1;133;8750.0;;
Departamento;Santa Fe;2;1;1;70;5250.0;2625.0;402.5
Departamento;Condesa;3;1;1;105;10500.0;4259.5;665.0
Conjunto Comercial/Sala;Condesa;0;0;0;30;3500.0;2152.5;
Conjunto Comercial/Sala;Casa Blanca;0;1;0;88;5600.0;6632.5;
Conjunto Comercial/Sala;Santa Fe;0;1;0;22;4200.0;1977.5;420.0
Departamento;Roma;2;1;1;55;8750.0;3850.0;
Departamento;Bosques de las Lomas;4;3;3;260;63000.0;12250.0;34300.0
Departamento;Santa Fe;3;3;3;175;42000.0;7000.0;1050.0
Departamento;Narvarte;3;2;2;253;14000.0;7353.5;16677.5
Tienda/Salón;Santa Fe;0;2;0;160;56000.0;12180.0;27930.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;53;5250.0;3794.0;1484.0
Tienda/Salón;Condesa;0;0;0;340;87500.0;700.0;4200.0
Departamento;Polanco;3;1;0;90;11375.0;2450.0;52.5
Departamento;Bosques de las Lomas;3;2;1;171;20300.0;6986.0;1918.0
Tienda/Salón;Condesa;0;0;0;121;21000.0;1225.0;4602.5
Departamento;Condesa;2;0;0;80;8750.0;4025.0;525.0
Departamento;Bosques de las Lomas;3;3;3;227;55650.0;12862.5;3430.0
Departamento;Coyoacán;3;1;1;110;17500.0;3850.0;1228.5
Conjunto Comercial/Sala;Condesa;0;1;0;35;5250.0;2800.0;385.0
Departamento;Narvarte;1;0;0;45;6825.0;1925.0;192.5
Conjunto Comercial/Sala;San Sebastián;0;40;0;3509;1289659.0;;
Departamento;Bosques de las Lomas;3;1;1;74;14000.0;4214.0;
Departamento;Santa Fe;4;4;4;360;28000.0;11200.0;7000.0
Departamento;Santa Fe;5;4;3;300;15750.0;4900.0;525.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;36;4025.0;3115.0;
Departamento;Lomas de Chapultepec;3;2;1;200;19950.0;7150.5;1575.0
Casa de Vecindad;Zacatenco;1;0;0;40;2100.0;;
Tienda/Salón;Santa Fe;0;1;0;74;8750.0;6699.0;2905.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;676;87500.0;38080.0;11305.0
Conjunto Comercial/Sala;Santa Fe;0;10;0;330;45500.0;2996.0;4053.0
Departamento;Coyoacán;1;1;1;55;9450.0;8050.0;840.0
Departamento;San Miguel Chapultepec;3;3;3;136;12250.0;4060.0;
Departamento;Jardines de San Mateo;1;1;0;40;2415.0;;
Departamento en Hotel;Coyoacán;2;0;1;90;24150.0;12127.5;1645.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;70;42000.0;;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;370;21000.0;30569.0;8018.5
Departamento;Santa Fe;4;3;4;280;35000.0;14000.0;2800.0
Departamento;San Pedro de los Pinos;1;1;0;58;10150.0;2600.5;430.5
Departamento;Condesa;1;0;0;40;7175.0;2380.0;2555.0
Departamento;Bosques de las Lomas;4;3;1;165;28000.0;6023.5;1680.0
Departamento;San Miguel Chapultepec;3;1;0;82;7350.0;875.0;311.5
Departamento;Coyoacán;3;1;1;174;42000.0;7350.0;2240.0
Departamento en Hotel;Condesa;1;1;1;60;14000.0;;
Tienda/Salón;San Ángel;0;0;0;108;56000.0;14000.0;6489.0
Departamento;Centro Histórico;2;1;1;118;8750.0;2520.0;948.5
Tienda en Centro Comercial;Santa Fe;0;2;0;180;105000.0;3.5;3.5
Departamento;San Ángel;2;1;0;95;12250.0;4396.0;819.0
Departamento en Hotel;Lomas de Chapultepec;2;1;0;62;15750.0;9730.0;1459.5
Conjunto Comercial/Sala;Santa Fe;0;3;0;35;3850.0;4536.0;
Departamento;Condesa;1;1;0;50;7000.0;4200.0;420.0
Departamento;Santa Fe;1;1;1;65;9100.0;4707.5;665.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;42;8400.0;5082.0;1515.5
Conjunto Comercial/Sala;Santa Fe;0;3;0;112;9975.0;;
Departamento;Santa Fe;2;1;1;75;8400.0;3713.5;756.0
Departamento;Narvarte;3;1;0;90;7700.0;2800.0;420.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;200;52500.0;17045.0;4672.5
Departamento;Del Valle;3;1;1;92;10500.0;3559.5;612.5
Departamento;Coyoacán;3;1;1;140;35000.0;7000.0;1382.5
Galpón/Depósito/Almacén;Peralvillo;0;0;0;600;33250.0;;843.5
Departamento;Narvarte;4;1;1;186;11550.0;7315.0;1123.5
Departamento;Santa Fe;1;1;1;66;8750.0;4550.0;658.0
Departamento;Coyoacán;2;1;0;60;9800.0;2677.5;297.5
Departamento;Condesa;3;2;1;255;31500.0;7350.0;1155.0
Departamento;Peralvillo;2;1;1;72;5600.0;1540.0;332.5
Departamento;Narvarte;2;1;0;68;6475.0;2677.5;378.0
Casa;Roma;2;1;0;80;11550.0;;2100.0
Cochera/Estacionamiento;Condesa;0;1;0;4;1750.0;;
Departamento;Ciudad de los Deportes;2;1;1;60;3150.0;1988.0;
Departamento;Zacatenco;2;1;1;73;5075.0;1330.0;140.0
Departamento;Narvarte;3;0;0;85;7700.0;630.0;322.0
Cocineta;Condesa;1;0;0;38;6825.0;1365.0;87.5
Casa de Condominio;Santa Fe;5;4;4;1000;140000.0;6650.0;77000.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;37;6650.0;2600.5;7892.5
Departamento en Hotel;Coyoacán;1;1;0;45;7700.0;7350.0;1260.0
Conjunto Comercial/Sala;Centro Histórico;0;3;0;147;41160.0;10150.0;3013.5
Departamento;Lomas de Chapultepec;4;1;1;170;31500.0;12705.0;
Departamento;San Pedro de los Pinos;2;1;1;100;8750.0;3780.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;150;31500.0;19082.0;4252.5
Cocineta;Condesa;1;0;0;45;5600.0;1645.0;105.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;25;2100.0;2509.5;
Departamento;San Miguel Chapultepec;3;1;1;137;8750.0;1925.0;
Departamento;Lomas de Chapultepec;2;1;0;64;12600.0;3055.5;721.0
Tienda/Salón;Centro Histórico;0;0;0;100;17500.0;17500.0;
Departamento;Del Valle;3;1;0;140;11200.0;5145.0;728.0
Departamento;Coyoacán;3;1;1;275;24500.0;11025.0;2450.0
Departamento;Centro Histórico;3;0;0;100;8050.0;1750.0;77.0
Galpón/Depósito/Almacén;Vallejo;0;0;0;4350;136500.0;;
Departamento;Santa Fe;1;1;1;80;5600.0;3325.0;595.0
Departamento;Condesa;5;1;5;280;70000.0;8050.0;2450.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;33;2800.0;1365.0;245.0
Departamento;Narvarte;3;2;1;84;8225.0;3591.0;
Departamento;Lomas de Chapultepec;2;0;0;75;11200.0;2730.0;350.0
Departamento;Roma;3;3;1;160;13965.0;8225.0;1575.0
Departamento;Condesa;1;0;0;30;9275.0;2275.0;105.0
Departamento;Santa Fe;3;2;3;155;20650.0;6475.0;1162.0
Departamento;Santa Fe;3;2;1;123;15750.0;8750.0;2730.0
Departamento;Condesa;1;1;0;55;9100.0;2485.0;525.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;80;6825.0;7350.0;1750.0
Departamento;Santa Fe;2;1;1;78;7000.0;4753.0;
Departamento;Coyoacán;2;2;1;100;21000.0;8925.0;777.0
Conjunto Comercial/Sala;Coyoacán;0;1;0;50;10150.0;7945.0;1785.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;140;29750.0;8400.0;2639.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;423;38500.0;28287.0;6919.5
Departamento;Santa Fe;3;2;1;130;14000.0;6125.0;1400.0
Conjunto Comercial/Sala;Coyoacán;0;0;0;35;10500.0;4686.5;906.5
Casa;Polanco;4;4;4;452;70000.0;;
Departamento;Condesa;3;0;0;139;9450.0;5250.0;1155.0
Conjunto Comercial/Sala;Centro Histórico;0;1;0;180;12250.0;9275.0;2275.0
Departamento;El Rosedal;2;1;0;50;2100.0;700.0;
Departamento;Bosques de las Lomas;4;2;1;150;15750.0;5075.0;
Tienda/Salón;Condesa;0;0;0;45;28000.0;;630.0
Tienda/Salón;Centro Histórico;0;0;0;111;38500.0;;
Departamento;Condesa;3;0;1;105;10500.0;3500.0;577.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;80;9800.0;6590.5;4900.0
Departamento;Santa Fe;4;2;1;160;18550.0;6930.0;1540.0
Departamento;Santa Fe;2;1;1;84;9275.0;3556.0;875.0
Departamento;Del Valle;2;0;0;69;7000.0;2107.0;329.0
