customerID,Churn,customer.gender,account.Contract,account.PaymentMethod,account.Charges.Monthly
7568-PODML,Yes,Male,Month-to-month,Mailed check,45.3
7569-NMZYQ,No,Female,Two year,Bank transfer (automatic),118.75
7570-WELNY,No,Female,Two year,Bank transfer (automatic),84.7
7571-YXDAD,Yes,Female,Month-to-month,Credit card (automatic),74.9
7572-KPVKK,No,Male,Two year,Electronic check,104.05
7576-ASEJU,No,Female,One year,Credit card (automatic),74.7
7576-JMYWV,No,Female,Month-to-month,Electronic check,110.2
7576-OYWBN,Yes,Male,Month-to-month,Electronic check,76.05
7577-SWIFR,No,Male,Month-to-month,Electronic check,89.25
7579-KKLOE,No,Male,Two year,Mailed check,91.25
7579-OOPEC,Yes,Female,Month-to-month,Credit card (automatic),50.15
7580-UGXNC,Yes,Female,Month-to-month,Mailed check,54.85
7581-EBBOU,No,Female,One year,Credit card (automatic),70.15
7586-NHQEA,,Female,Two year,Mailed check,29.6
7586-ZATGZ,No,Male,Month-to-month,Electronic check,84.9
7587-AOVVU,No,Male,Month-to-month,Electronic check,100.75
7587-RZNME,Yes,Male,Month-to-month,Electronic check,43.3
7590-VHVEG,No,Female,Month-to-month,Electronic check,29.85
7593-JNWRU,Yes,Male,Month-to-month,Bank transfer (automatic),44.6
7593-XFKDI,Yes,Male,Month-to-month,Mailed check,46.3
7594-LZNWR,No,Male,Month-to-month,Credit card (automatic),69.15
7594-RQHXR,Yes,Female,Month-to-month,Electronic check,79.6
7595-EHCDL,No,Male,Month-to-month,Credit card (automatic),50.6
7595-EUIVN,Yes,Female,Month-to-month,Electronic check,75.8
7596-IIWYC,No,Female,Two year,Bank transfer (automatic),20.25
7596-LDUXP,No,Female,One year,Credit card (automatic),85.15
7596-ZYWBB,No,Female,Two year,Mailed check,59.6
7598-UAASY,Yes,Male,Month-to-month,Electronic check,76.4
7599-FKVXZ,Yes,Male,Month-to-month,Bank transfer (automatic),106.15
7599-NTMDP,No,Female,Two year,Bank transfer (automatic),48.7
7601-DHFWZ,No,Female,Two year,Credit card (automatic),24.0
7601-GNDYK,No,Male,Two year,Mailed check,19.6
7601-WFVZV,No,Male,Month-to-month,Mailed check,19.55
7602-DBTOU,No,Female,Two year,Mailed check,19.6
7602-MVRMB,No,Female,Two year,Bank transfer (automatic),110.45
7603-USHJS,Yes,Male,Month-to-month,Credit card (automatic),73.75
7605-BDWDC,No,Female,Two year,Bank transfer (automatic),49.85
7605-SNLQG,No,Female,Month-to-month,Credit card (automatic),50.25
7606-BPHHN,No,Male,Two year,Credit card (automatic),19.8
7606-GWMKE,,Male,Month-to-month,Mailed check,24.7
7607-QKKTJ,No,Male,One year,Credit card (automatic),95.0
7608-RGIRO,No,Male,Two year,Mailed check,24.4
7609-NRNCA,No,Female,One year,Mailed check,19.55
7609-YBPXG,No,Male,Two year,Bank transfer (automatic),87.1
7610-TVOPG,No,Male,Month-to-month,Electronic check,26.35
7611-YKYTC,No,Male,Month-to-month,Bank transfer (automatic),75.0
7613-LLQFO,Yes,Male,Month-to-month,Electronic check,84.45
7614-QVWQL,Yes,Male,One year,Bank transfer (automatic),51.8
7615-ESMYF,Yes,Female,Month-to-month,Electronic check,44.6
7617-EYGLW,No,Male,Month-to-month,Electronic check,19.45
7619-ODSGN,Yes,Male,Month-to-month,Electronic check,54.75
7619-PLRLP,No,Female,One year,Bank transfer (automatic),74.1
7621-VPNET,No,Female,Month-to-month,Credit card (automatic),85.9
7622-FWGEW,No,Male,Two year,Bank transfer (automatic),85.65
7622-NXQZR,No,Male,Month-to-month,Credit card (automatic),30.1
7623-HKYRK,No,Male,Month-to-month,Mailed check,19.7
7623-TRNQN,Yes,Male,Month-to-month,Mailed check,49.9
7625-XCQRH,Yes,Female,Month-to-month,Electronic check,76.5
7627-JKIAZ,Yes,Female,Month-to-month,Credit card (automatic),78.95
7629-WFGLW,No,Female,One year,Electronic check,95.65
7629-WIXZF,No,Female,One year,Electronic check,59.1
7632-MNYOY,Yes,Male,One year,Credit card (automatic),110.9
7632-YUTXB,No,Female,One year,Mailed check,20.05
7633-MVPUY,No,Male,Two year,Electronic check,59.75
7634-HLQJR,No,Female,Two year,Credit card (automatic),20.05
7634-WSWDB,No,Female,Month-to-month,Electronic check,38.5
7636-OWBPG,No,Male,Month-to-month,Credit card (automatic),29.35
7636-PEPNS,No,Female,One year,Mailed check,44.1
7636-XUHWW,No,Male,Month-to-month,Credit card (automatic),19.9
7637-IKUJQ,,Male,Month-to-month,Electronic check,103.05
7638-QVMVY,Yes,Female,Month-to-month,Electronic check,79.0
7639-LIAYI,No,Male,Two year,Credit card (automatic),79.75
7639-OPLNG,No,Male,Two year,Bank transfer (automatic),79.25
7639-SUPCW,Yes,Female,Month-to-month,Credit card (automatic),48.8
7641-EUYET,Yes,Male,Month-to-month,Electronic check,100.7
7641-TQFHN,No,Male,Two year,Mailed check,100.55
7643-RCHXS,No,Female,Two year,Electronic check,19.35
7644-OMVMY,No,Male,Two year,Mailed check,19.85
7647-GYYKX,No,Female,Two year,Bank transfer (automatic),20.35
7649-PHJVR,No,Male,One year,Mailed check,19.5
7649-SIJJF,No,Male,Two year,Mailed check,80.1
7654-YWJUF,No,Male,One year,Bank transfer (automatic),84.25
7657-DYEPJ,Yes,Male,One year,Credit card (automatic),70.15
7658-UYUQS,No,Male,Month-to-month,Bank transfer (automatic),86.55
7660-HDPJV,Yes,Female,Month-to-month,Electronic check,69.2
7661-CPURM,No,Male,One year,Credit card (automatic),87.7
7662-TWISV,,Female,One year,Bank transfer (automatic),60.15
7663-CUXZB,No,Male,Two year,Electronic check,113.75
7663-RGWBC,Yes,Male,Month-to-month,Mailed check,44.15
7663-YJHSN,No,Female,Two year,Bank transfer (automatic),103.95
7663-ZTEGJ,No,Male,One year,Credit card (automatic),100.55
7665-NKLAV,No,Female,Two year,Credit card (automatic),40.65
7665-TOALD,Yes,Female,Month-to-month,Electronic check,69.6
7665-VIGUD,No,Male,One year,Mailed check,20.35
7666-WKRON,Yes,Female,Two year,Electronic check,80.45
7668-XCFYV,No,Female,Month-to-month,Electronic check,92.55
7669-LCRSD,No,Male,Month-to-month,Mailed check,56.3
7670-ZBPOQ,No,Female,One year,Bank transfer (automatic),61.05
7672-VFMXZ,No,Male,Month-to-month,Electronic check,55.7
7673-BQGKU,No,Female,Two year,Bank transfer (automatic),20.15
7673-LPRNY,No,Female,One year,Electronic check,78.55
7674-YTAFD,No,Female,One year,Bank transfer (automatic),79.95
7675-OZCZG,Yes,Female,Month-to-month,Electronic check,45.0
7677-SJJJK,No,Male,One year,Credit card (automatic),19.9
7682-AZNDK,No,Male,Month-to-month,Electronic check,89.85
7683-CBDKJ,Yes,Male,Month-to-month,Electronic check,65.45
7684-XSZIY,No,Male,Two year,Bank transfer (automatic),24.3
7688-AWMDX,No,Male,Two year,Bank transfer (automatic),54.5
7690-KPNCU,No,Male,One year,Credit card (automatic),73.05
7691-KGKGP,No,Male,Month-to-month,Credit card (automatic),65.0
7691-XVTZH,No,Female,Two year,Bank transfer (automatic),89.95
7693-LCKZL,Yes,Male,Month-to-month,Electronic check,80.15
7693-QPEFS,No,Male,Month-to-month,Bank transfer (automatic),72.95
7694-VLBWQ,Yes,Male,One year,Electronic check,104.1
7695-PKLCZ,No,Female,Two year,Credit card (automatic),20.5
7696-AMHOD,No,Female,One year,Credit card (automatic),78.0
7696-CFTAT,No,Male,Two year,Bank transfer (automatic),19.8
7698-YFGEZ,No,Male,Month-to-month,Mailed check,20.0
7703-ZEKEF,Yes,Male,Month-to-month,Electronic check,81.0
7706-DZNKK,No,Male,Month-to-month,Credit card (automatic),20.45
7706-YLMQA,No,Female,One year,Bank transfer (automatic),19.7
7707-PYBBH,No,Male,Month-to-month,Mailed check,61.9
7709-FQREH,,Female,Month-to-month,Electronic check,88.85
7710-JSYOA,No,Female,Two year,Bank transfer (automatic),93.3
7711-GQBZC,No,Female,Two year,Bank transfer (automatic),24.7
7711-YIJWC,No,Male,One year,Bank transfer (automatic),84.9
7714-YXSMB,No,Female,Month-to-month,Bank transfer (automatic),100.5
7716-YTYHG,Yes,Female,One year,Mailed check,82.05
7717-BICXI,No,Male,Two year,Mailed check,20.55
7718-RXDGG,No,Male,Month-to-month,Bank transfer (automatic),68.6
7718-UPSKJ,No,Female,One year,Credit card (automatic),106.4
7721-DVEKZ,No,Female,Month-to-month,Mailed check,19.65
7721-JXEAW,Yes,Male,Month-to-month,Bank transfer (automatic),41.05
7722-CVFXN,No,Male,One year,Electronic check,105.2
7722-VJRQD,No,Male,Two year,Bank transfer (automatic),60.95
7727-SHVZV,No,Female,Month-to-month,Bank transfer (automatic),19.5
7729-JTEEC,No,Male,Month-to-month,Electronic check,44.5
7729-XBTWX,No,Male,Two year,Mailed check,19.75
7730-CLDSV,No,Female,Two year,Bank transfer (automatic),98.65
7730-IUTDZ,Yes,Male,Month-to-month,Electronic check,75.2
7733-UDMTP,No,Female,Month-to-month,Electronic check,55.0
7734-DBOAI,Yes,Female,Month-to-month,Electronic check,40.1
7739-LAXOG,Yes,Female,Month-to-month,Bank transfer (automatic),91.05
7740-BTPUX,No,Male,Two year,Electronic check,113.6
7740-KKCXF,No,Male,Month-to-month,Credit card (automatic),30.05
7742-MYPGI,No,Female,Month-to-month,Mailed check,48.8
7743-EXURX,Yes,Male,Month-to-month,Electronic check,51.05
7746-AWNQW,No,Female,Month-to-month,Mailed check,35.75
7746-QYVCO,No,Male,One year,Mailed check,55.85
7748-UMTRK,No,Female,Month-to-month,Electronic check,101.3
7750-EYXWZ,No,Female,One year,Electronic check,60.65
7752-XUSCI,Yes,Female,Month-to-month,Electronic check,105.9
7753-USQYQ,No,Male,One year,Electronic check,64.2
7754-IXRMC,No,Female,Month-to-month,Mailed check,45.35
7758-UJWYS,No,Male,Two year,Electronic check,40.55
7758-XKCBS,Yes,Male,Month-to-month,Electronic check,29.7
7760-OYPDY,Yes,Female,Month-to-month,Electronic check,80.65
7762-ONLJY,No,Female,One year,Mailed check,19.7
7762-URZQH,Yes,Male,Two year,Credit card (automatic),106.05
7764-BDPEE,No,Male,Month-to-month,Mailed check,20.85
7765-LWVVH,No,Female,Two year,Electronic check,95.1
7766-CLTIC,No,Female,Month-to-month,Mailed check,60.95
7766-CVTAF,,Male,Two year,Mailed check,24.25
7767-UXAGJ,Yes,Male,Month-to-month,Electronic check,50.45
7771-CFQRQ,No,Female,Two year,Bank transfer (automatic),63.8
7771-ZONAT,No,Male,Two year,Bank transfer (automatic),56.75
7774-OJSXI,Yes,Male,One year,Electronic check,103.45
7776-QGYJC,No,Female,Month-to-month,Bank transfer (automatic),81.5
7776-QWNFX,Yes,Male,Month-to-month,Bank transfer (automatic),50.4
7777-UNYHB,No,Female,Month-to-month,Credit card (automatic),20.1
7779-LGOVN,Yes,Male,Month-to-month,Electronic check,86.65
7779-ORAEL,No,Male,Two year,Credit card (automatic),75.15
7780-OTDSO,Yes,Male,Month-to-month,Electronic check,99.4
7781-EWARA,No,Male,One year,Electronic check,60.35
7781-HVGMK,No,Female,Two year,Credit card (automatic),65.2
7783-YKGDV,Yes,Female,Month-to-month,Bank transfer (automatic),99.7
7785-RDVIG,No,Female,Month-to-month,Mailed check,19.3
7786-WBJYI,Yes,Female,Month-to-month,Bank transfer (automatic),77.95
7787-BNTZM,No,Male,Month-to-month,Bank transfer (automatic),20.15
7789-CRUVC,No,Female,Month-to-month,Credit card (automatic),94.2
7789-HKSBS,No,Female,One year,Bank transfer (automatic),105.2
7794-JASDG,No,Male,Month-to-month,Mailed check,50.75
7795-CFOCW,No,Male,One year,Bank transfer (automatic),42.3
7797-EJMDP,No,Female,Month-to-month,Bank transfer (automatic),66.05
7798-JVXYM,No,Female,Month-to-month,Electronic check,69.65
7799-DSEWS,No,Male,Month-to-month,Electronic check,68.35
7799-LGRDP,No,Female,Two year,Credit card (automatic),25.7
7801-CEDNV,No,Male,One year,Credit card (automatic),48.7
7801-KICAO,No,Female,Month-to-month,Electronic check,74.15
7802-EFKNY,Yes,Male,Month-to-month,Electronic check,24.95
7803-XOCCZ,No,Female,Month-to-month,Bank transfer (automatic),84.05
7808-DVWEP,No,Male,Month-to-month,Bank transfer (automatic),20.0
7808-NBWYW,,Female,Month-to-month,Electronic check,80.4
7811-JIVPF,No,Female,Month-to-month,Credit card (automatic),49.7
7812-FZHPE,Yes,Female,Month-to-month,Mailed check,24.1
7813-TKCVO,No,Female,One year,Mailed check,20.35
7813-ZGGAW,No,Male,Month-to-month,Bank transfer (automatic),96.6
7814-LEEVE,No,Female,Month-to-month,Bank transfer (automatic),20.3
7815-PDTHL,No,Male,Two year,Mailed check,20.2
7816-VGHTO,No,Female,Two year,Mailed check,40.55
7817-BOQPW,Yes,Female,Month-to-month,Electronic check,75.55
7817-OMJNA,No,Male,One year,Bank transfer (automatic),20.4
7820-ZYGNY,No,Male,One year,Credit card (automatic),90.45
7821-DPRQE,No,Male,Month-to-month,Electronic check,107.7
7823-JSOAG,No,Male,Month-to-month,Electronic check,74.5
7824-PANSQ,No,Male,Month-to-month,Bank transfer (automatic),80.65
7825-ECJRF,Yes,Female,Month-to-month,Electronic check,106.6
7825-GKXMW,Yes,Female,Month-to-month,Electronic check,45.8
7826-VVKWT,No,Female,Two year,Electronic check,96.55
7831-QGOXH,Yes,Female,Month-to-month,Electronic check,85.2
7833-PKIHD,No,Male,One year,Bank transfer (automatic),76.4
7838-LAZFO,No,Male,One year,Bank transfer (automatic),78.8
7839-NUIAA,No,Female,Month-to-month,Electronic check,59.8
7839-QRKXN,Yes,Female,Month-to-month,Mailed check,20.2
7841-FCRQD,No,Female,One year,Credit card (automatic),53.75
7841-TZDMQ,Yes,Male,Month-to-month,Credit card (automatic),46.0
7845-URHJN,Yes,Female,Month-to-month,Bank transfer (automatic),20.15
7846-AXWOM,,Female,Two year,Credit card (automatic),43.95
7850-THJMU,No,Female,Two year,Credit card (automatic),19.65
7850-VWJUU,No,Female,Month-to-month,Bank transfer (automatic),75.0
7851-FLGGQ,Yes,Male,Month-to-month,Mailed check,44.65
7851-WZEKY,Yes,Female,Month-to-month,Electronic check,95.15
7852-LECYP,No,Male,Month-to-month,Credit card (automatic),93.8
7853-GVUDZ,Yes,Female,Month-to-month,Credit card (automatic),20.15
7853-OETYL,No,Female,Month-to-month,Electronic check,29.05
7853-WNZSY,No,Male,Month-to-month,Credit card (automatic),19.75
7854-EDSSA,Yes,Male,Month-to-month,Electronic check,59.0
7854-EKTJL,Yes,Female,Month-to-month,Electronic check,19.6
7854-FOKSF,Yes,Male,Month-to-month,Electronic check,35.9
7855-DIWPO,No,Female,Month-to-month,Electronic check,68.65
7856-GANIL,No,Male,One year,Bank transfer (automatic),98.7
7858-GTZSP,No,Female,Month-to-month,Electronic check,86.55
7860-KSUGX,No,Male,Two year,Credit card (automatic),64.45
7860-UXCRM,No,Male,Two year,Credit card (automatic),74.5
7861-UVUFT,Yes,Female,Month-to-month,Electronic check,84.3
7868-BGSZA,No,Male,One year,Electronic check,80.2
7868-TMWMZ,No,Female,Two year,Bank transfer (automatic),110.0
7869-ZYDST,No,Male,Month-to-month,Credit card (automatic),59.05
7872-BAAZR,No,Female,One year,Bank transfer (automatic),19.55
7872-RDDLZ,No,Female,Month-to-month,Electronic check,54.9
7873-CVMAW,No,Male,Two year,Credit card (automatic),88.55
7874-ECPQJ,No,Female,Month-to-month,Bank transfer (automatic),20.05
7876-AEHIG,No,Female,One year,Bank transfer (automatic),60.15
7876-BEUTG,No,Female,Month-to-month,Mailed check,48.8
7876-DNYAP,No,Female,Two year,Credit card (automatic),19.8
7878-JGDKK,No,Male,Month-to-month,Mailed check,44.55
7878-RTCZG,No,Female,Month-to-month,Mailed check,19.9
7879-CGSFV,No,Male,One year,Mailed check,100.9
7880-XSOJX,No,Male,Month-to-month,Mailed check,42.4
7881-EVUAD,Yes,Female,Month-to-month,Electronic check,42.6
7881-INRLC,Yes,Male,Month-to-month,Credit card (automatic),100.85
7883-ROJOC,No,Female,Month-to-month,Mailed check,44.9
7890-VYYWG,Yes,Male,Month-to-month,Mailed check,36.45
7892-POOKP,Yes,Female,Month-to-month,Electronic check,104.8
7892-QVYKW,No,Female,Month-to-month,Electronic check,85.6
7893-IXHRQ,Yes,Male,Month-to-month,Electronic check,20.55
7895-VONWT,No,Female,Month-to-month,Electronic check,48.25
7898-PDWQE,No,Male,Two year,Credit card (automatic),80.4
7901-HXJVA,No,Male,Month-to-month,Electronic check,76.45
7901-IIDQV,No,Male,One year,Bank transfer (automatic),54.6
7901-TBKJX,No,Male,Month-to-month,Electronic check,101.05
7903-CMPEY,Yes,Male,Month-to-month,Electronic check,80.3
7905-NJMXS,No,Male,Month-to-month,Electronic check,64.2
7905-TVXTA,No,Female,Month-to-month,Electronic check,64.35
7908-QCBCA,Yes,Female,Month-to-month,Mailed check,69.4
7909-FIOIY,No,Female,Month-to-month,Mailed check,24.85
7912-SYRQT,Yes,Female,Month-to-month,Bank transfer (automatic),75.1
7916-VCCPB,No,Female,Month-to-month,Bank transfer (automatic),73.25
7919-ZODZZ,No,Female,One year,Mailed check,65.9
7921-BEPCI,No,Female,Two year,Bank transfer (automatic),59.75
7921-LMDFQ,No,Male,One year,Bank transfer (automatic),94.0
7923-IYJWY,No,Male,Two year,Credit card (automatic),116.1
7924-GJZFI,No,Female,Month-to-month,Electronic check,69.3
7925-PNRGI,No,Female,Month-to-month,Mailed check,81.3
7926-IJOOU,No,Male,Month-to-month,Credit card (automatic),19.3
7927-AUXBZ,Yes,Female,Month-to-month,Electronic check,85.15
7928-VJYAB,No,Male,Month-to-month,Electronic check,90.6
7929-DMBCV,No,Female,Month-to-month,Mailed check,81.0
7929-SKFGK,No,Male,Two year,Credit card (automatic),114.3
7931-PXHFC,Yes,Male,One year,Mailed check,62.3
7932-WPTDS,Yes,Female,Month-to-month,Electronic check,24.8
7938-OUHIO,Yes,Male,Month-to-month,Electronic check,98.7
7940-UQQUG,No,Female,One year,Bank transfer (automatic),104.4
7941-RCJOW,No,Male,Two year,Credit card (automatic),19.55
7943-RQCHR,Yes,Female,Month-to-month,Electronic check,94.75
7945-HLKEA,No,Female,One year,Electronic check,64.75
7945-PRBVF,No,Male,Two year,Bank transfer (automatic),21.45
7950-XWOVN,No,Male,Month-to-month,Mailed check,34.7
7951-QKZPL,Yes,Female,Two year,Mailed check,24.5
7951-VRDVK,No,Female,One year,Bank transfer (automatic),85.85
7952-OBOYL,No,Male,Month-to-month,Mailed check,89.85
7954-MLBUN,No,Male,Two year,Bank transfer (automatic),99.45
7956-XQWGU,No,Male,Month-to-month,Credit card (automatic),19.4
7957-RYHQD,Yes,Female,Month-to-month,Credit card (automatic),79.2
7963-GQRMY,Yes,Female,Month-to-month,Mailed check,44.3
7963-SHNDT,No,Female,Two year,Mailed check,39.1
7964-VEXDG,No,Male,Month-to-month,Electronic check,80.35
7964-YESJC,No,Female,Month-to-month,Mailed check,66.3
7964-ZRKKG,No,Male,One year,Bank transfer (automatic),88.4
7966-YOTQW,No,Male,Month-to-month,Credit card (automatic),54.5
7967-HYCDE,No,Male,Month-to-month,Bank transfer (automatic),70.7
7968-BCBQB,,Female,Month-to-month,Bank transfer (automatic),74.4
7968-QUXNS,No,Male,Month-to-month,Mailed check,18.95
7969-AULMZ,Yes,Female,Month-to-month,Electronic check,97.35
7969-FFOWG,No,Male,Two year,Mailed check,19.9
7971-HLVXI,No,Male,Two year,Credit card (automatic),84.5
7973-DZRKH,No,Female,Two year,Credit card (automatic),90.95
7975-JMZNT,No,Male,Two year,Bank transfer (automatic),91.7
7975-TZMLR,No,Male,One year,Electronic check,103.1
7976-CICYS,No,Male,Month-to-month,Credit card (automatic),20.7
7977-HXJKU,No,Male,Two year,Mailed check,19.6
7978-DKUQH,No,Female,Month-to-month,Electronic check,74.6
7979-CORPM,Yes,Male,Month-to-month,Credit card (automatic),90.55
7979-YHUFG,,Male,Month-to-month,Mailed check,70.1
7980-MHFLQ,No,Female,Two year,Mailed check,24.9
7982-VCELR,No,Female,Month-to-month,Credit card (automatic),94.8
7989-AWGEH,No,Male,Month-to-month,Electronic check,39.2
7989-CHGTL,Yes,Male,Month-to-month,Mailed check,19.6
7989-VCQOH,No,Male,Month-to-month,Electronic check,83.25
7993-NQLJE,No,Male,Month-to-month,Mailed check,75.1
7993-PYKOF,Yes,Male,Month-to-month,Electronic check,75.0
7994-UYIVZ,No,Male,Month-to-month,Bank transfer (automatic),85.65
7994-XIRTR,No,Male,One year,Bank transfer (automatic),65.25
7995-ZHHNZ,No,Male,One year,Credit card (automatic),56.1
7996-BPXHY,No,Female,Two year,Bank transfer (automatic),25.0
7996-MHXLW,No,Female,Two year,Credit card (automatic),25.15
7997-EASSD,No,Female,One year,Credit card (automatic),81.2
7998-WNZEM,No,Male,Two year,Bank transfer (automatic),80.6
7998-ZLXWN,No,Female,Month-to-month,Credit card (automatic),20.45
8000-REIQB,Yes,Female,Month-to-month,Electronic check,69.95
8003-EWNDZ,No,Female,Month-to-month,Electronic check,21.2
8006-PYCSW,No,Female,Month-to-month,Mailed check,20.1
8007-YYPWD,No,Female,Two year,Bank transfer (automatic),25.05
8008-ESFLK,No,Female,One year,Electronic check,110.5
8008-HAWED,Yes,Male,Month-to-month,Electronic check,50.75
8008-OTEZX,No,Female,One year,Mailed check,19.65
8010-EZLOU,Yes,Male,Month-to-month,Electronic check,80.2
8012-SOUDQ,No,Female,Month-to-month,Electronic check,90.25
8015-IHCGW,No,Female,Two year,Electronic check,115.5
8016-NCFVO,No,Male,Month-to-month,Electronic check,116.5
8016-ZMGMO,No,Female,One year,Bank transfer (automatic),70.85
8017-LXHFA,Yes,Female,Month-to-month,Electronic check,94.75
8017-UVSZU,No,Female,Month-to-month,Credit card (automatic),56.6
8019-ENHXU,Yes,Male,Month-to-month,Electronic check,99.45
8020-BWHYL,Yes,Female,Month-to-month,Credit card (automatic),75.3
8022-BECSI,No,Male,One year,Mailed check,19.6
8023-QHAIO,No,Female,Month-to-month,Bank transfer (automatic),76.85
8024-XNAFQ,No,Female,Two year,Bank transfer (automatic),107.4
8028-PNXHQ,No,Male,Two year,Bank transfer (automatic),24.25
8029-GAHZZ,,Female,Two year,Bank transfer (automatic),109.7
8029-XYPWT,No,Male,Two year,Bank transfer (automatic),115.05
8033-ATFAS,No,Female,Month-to-month,Mailed check,59.85
8033-VCZGH,No,Male,One year,Electronic check,103.95
8034-RYTVV,No,Female,One year,Credit card (automatic),84.25
8035-BUYVG,Yes,Male,One year,Electronic check,42.35
8035-PWSEV,No,Female,Month-to-month,Electronic check,89.25
8039-ACLPL,No,Female,Two year,Credit card (automatic),68.75
8039-EQPIM,No,Male,Two year,Bank transfer (automatic),60.25
8040-MNRTF,No,Female,Month-to-month,Mailed check,71.1
8041-TMEID,No,Male,Two year,Credit card (automatic),108.5
8042-JVNFH,Yes,Male,Month-to-month,Mailed check,71.35
8042-RNLKO,No,Male,One year,Bank transfer (automatic),25.45
8043-PNYSD,No,Male,Two year,Mailed check,19.55
8044-BGWPI,No,Male,Month-to-month,Electronic check,21.15
8046-DNVTL,No,Male,Two year,Credit card (automatic),38.6
8048-DSDFQ,No,Male,Month-to-month,Mailed check,20.2
8049-WJCLQ,No,Male,Month-to-month,Mailed check,60.2
8050-DVOJX,No,Male,Two year,Credit card (automatic),81.35
8050-WYBND,No,Female,One year,Credit card (automatic),49.45
8050-XGRVL,No,Female,One year,Credit card (automatic),54.75
8051-HJRLT,Yes,Female,Month-to-month,Electronic check,70.55
8053-WWDRO,Yes,Female,Month-to-month,Bank transfer (automatic),19.5
8058-DMYRU,No,Male,Month-to-month,Electronic check,90.05
8058-INTPH,Yes,Female,Month-to-month,Electronic check,79.65
8058-JMEQO,Yes,Female,Month-to-month,Electronic check,84.45
8059-UDZFY,No,Female,Month-to-month,Bank transfer (automatic),105.35
8060-HIWJJ,No,Male,Two year,Credit card (automatic),86.55
8062-YBDOE,Yes,Male,Month-to-month,Electronic check,69.65
8063-GBATB,Yes,Female,Month-to-month,Electronic check,85.25
8063-RJYNF,Yes,Male,Month-to-month,Electronic check,94.25
8064-RAVOH,No,Male,Month-to-month,Electronic check,49.85
8065-BVEPF,No,Male,Month-to-month,Bank transfer (automatic),99.1
8065-QBYTO,No,Female,One year,Credit card (automatic),99.65
8065-YKXKD,Yes,Female,Month-to-month,Electronic check,74.75
8066-POXGX,Yes,Female,Month-to-month,Electronic check,35.1
8067-NIOYM,No,Female,Two year,Credit card (automatic),21.1
8069-RHUXK,No,Female,Two year,Credit card (automatic),35.7
8069-YQQAJ,No,Male,Month-to-month,Mailed check,31.1
8070-AAWZP,No,Male,Month-to-month,Mailed check,34.25
8071-SBTRN,No,Female,Two year,Mailed check,111.15
8073-IJDCM,Yes,Female,Month-to-month,Mailed check,20.3
8075-GXIUB,No,Male,One year,Credit card (automatic),19.85
8076-FEZKJ,No,Male,One year,Mailed check,19.5
8079-XRJRS,Yes,Male,One year,Electronic check,89.75
8080-DDEMJ,Yes,Male,Month-to-month,Electronic check,45.1
8080-POTJR,No,Female,One year,Credit card (automatic),79.3
8082-GHXOP,No,Male,Month-to-month,Mailed check,44.0
8083-YTZES,Yes,Male,Month-to-month,Electronic check,74.35
8084-OIVBS,No,Female,One year,Mailed check,20.0
8085-MSNLK,No,Female,Two year,Mailed check,113.95
8086-OVPWV,Yes,Male,Month-to-month,Electronic check,80.2
8087-LGYHQ,No,Male,Month-to-month,Electronic check,94.05
8089-UZWLX,No,Female,Two year,Bank transfer (automatic),104.05
8091-TTVAX,No,Male,One year,Credit card (automatic),100.35
8092-NLTGF,No,Male,Two year,Bank transfer (automatic),24.75
8095-WANWK,No,Female,Month-to-month,Mailed check,45.25
8096-LOIST,No,Female,Month-to-month,Electronic check,56.2
8097-OMULG,No,Male,One year,Credit card (automatic),76.75
8097-VBQTZ,No,Male,Month-to-month,Mailed check,69.9
8098-LLAZX,Yes,Female,Month-to-month,Electronic check,95.45
8098-TDCBU,No,Female,Two year,Electronic check,25.25
8099-MZPUJ,No,Male,Two year,Credit card (automatic),111.8
8100-HZZLJ,No,Female,Month-to-month,Electronic check,63.95
8100-PNJMH,No,Male,Two year,Credit card (automatic),88.85
8104-OSKWT,No,Female,Month-to-month,Electronic check,79.8
8106-GWQOK,No,Male,Two year,Bank transfer (automatic),60.0
8107-KNCIM,No,Male,Month-to-month,Electronic check,75.1
8107-RZLNV,No,Male,Two year,Bank transfer (automatic),106.3
8108-UXRQN,No,Female,Month-to-month,Electronic check,50.55
8109-YUOHE,No,Male,One year,Mailed check,56.1
8111-BKVDS,No,Female,Month-to-month,Bank transfer (automatic),40.7
8111-RKSPX,Yes,Male,Month-to-month,Bank transfer (automatic),72.2
8111-SLLHI,Yes,Male,Month-to-month,Electronic check,105.65
8118-LSUEL,Yes,Male,Month-to-month,Electronic check,106.4
8118-TJAFG,No,Male,Month-to-month,Electronic check,101.5
8120-JDCAM,No,Male,Month-to-month,Mailed check,69.55
8123-QBNAZ,No,Female,Month-to-month,Credit card (automatic),104.5
8124-NZVGJ,No,Female,One year,Mailed check,49.25
8125-QPFJD,No,Female,Two year,Bank transfer (automatic),84.9
8128-YVJRG,Yes,Female,Month-to-month,Mailed check,79.65
8129-GMVGI,No,Female,Two year,Mailed check,20.05
8132-YPVBX,No,Female,Month-to-month,Mailed check,85.95
8133-ANHHJ,No,Female,One year,Bank transfer (automatic),103.0
8138-EALND,No,Male,Month-to-month,Mailed check,19.75
8143-ETQTI,No,Female,Two year,Mailed check,19.65
8144-DGHXP,No,Female,Two year,Electronic check,80.6
8146-QQKZH,No,Female,Two year,Bank transfer (automatic),81.85
8148-BPLZQ,No,Male,Month-to-month,Electronic check,49.8
8148-NLEGT,No,Female,Two year,Electronic check,22.95
